"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-027,"Cleveland County",51.9,92,2.3,49.6
OK-029,"Coal County",52.2,71,0.8,51.4
OK-031,"Comanche County",53.3,104,3.3,50
OK-033,"Cotton County",54.2,103,3.0,51.2
OK-035,"Craig County",50.0,92,2.5,47.5
OK-037,"Creek County",51.4,95,2.5,48.9
OK-039,"Custer County",51.2,111,4.2,47
OK-041,"Delaware County",49.7,85,1.9,47.8
OK-043,"Dewey County",50.6,112,4.3,46.3
OK-045,"Ellis County",49.9,113,4.5,45.4
OK-047,"Garfield County",51.2,113,4.3,46.9
OK-049,"Garvin County",52.0,79,1.5,50.5
OK-051,"Grady County",52.1,100,2.9,49.2
OK-053,"Grant County",50.4,114,4.4,46
OK-055,"Greer County",53.0,113,4.3,48.7
OK-057,"Harmon County",53.4,113,4.3,49.1
OK-059,"Harper County",49.4,112,4.3,45.1
OK-061,"Haskell County",51.9,79,1.4,50.5
OK-063,"Hughes County",51.9,80,1.3,50.6
OK-065,"Jackson County",53.9,112,4.1,49.8
OK-067,"Jefferson County",53.7,84,1.8,51.9
OK-069,"Johnston County",53.0,74,1.3,51.7
OK-071,"Kay County",50.6,109,4.0,46.6
OK-073,"Kingfisher County",51.3,104,3.4,47.9
OK-075,"Kiowa County",53.0,113,4.1,48.9
OK-077,"Latimer County",51.3,71,0.8,50.5
OK-079,"Le Flore County",50.4,70,0.5,49.9
OK-081,"Lincoln County",52.1,101,2.9,49.2
OK-083,"Logan County",51.4,101,3.2,48.2
OK-085,"Love County",53.8,77,1.4,52.4
OK-087,"McClain County",52.0,94,2.3,49.7
OK-089,"McCurtain County",51.1,67,0.3,50.8
OK-091,"McIntosh County",52.4,84,2.0,50.4
OK-093,"Major County",50.9,112,4.3,46.6
OK-095,"Marshall County",54.1,83,1.7,52.4
OK-097,"Mayes County",51.0,92,2.4,48.6
OK-099,"Murray County",52.2,71,1.0,51.2
OK-101,"Muskogee County",52.2,90,2.3,49.9
OK-103,"Noble County",51.5,108,4.0,47.5
OK-105,"Nowata County",49.6,87,2.2,47.4
OK-107,"Okfuskee County",51.9,88,1.9,50
OK-109,"Oklahoma County",51.8,97,2.9,48.9
OK-111,"Okmulgee County",51.9,88,1.9,50
OK-113,"Osage County",50.0,96,2.7,47.3
OK-115,"Ottawa County",49.9,91,2.6,47.3
OK-117,"Pawnee County",51.3,104,3.3,48
OK-119,"Payne County",51.8,105,3.5,48.3
OK-121,"Pittsburg County",52.0,75,1.1,50.9
OK-123,"Pontotoc County",51.9,72,1.0,50.9
OK-125,"Pottawatomie County",52.2,92,2.2,50
OK-127,"Pushmataha County",51.0,67,0.2,50.8
OK-129,"Roger Mills County",51.1,113,4.5,46.6
OK-131,"Rogers County",50.7,91,2.4,48.3
OK-133,"Seminole County",52.0,87,1.8,50.2
OK-135,"Sequoyah County",50.8,75,1.1,49.7
OK-137,"Stephens County",52.8,87,2.0,50.8
OK-139,"Texas County",49.0,121,5.2,43.8
OK-141,"Tillman County",54.3,109,3.6,50.7
OK-143,"Tulsa County",51.0,89,2.2,48.8
OK-145,"Wagoner County",51.8,93,2.3,49.5
OK-147,"Washington County",49.6,89,2.2,47.4
OK-149,"Washita County",52.1,112,4.2,47.9
OK-151,"Woods County",49.5,111,4.2,45.3
OK-153,"Woodward County",49.7,110,4.2,45.5
OR-001,"Baker County",38.0,118,4.3,33.7
OR-003,"Benton County",47.6,117,3.1,44.5
OR-005,"Clackamas County",43.9,119,3.6,40.3
OR-007,"Clatsop County",46.5,115,2.9,43.6
OR-009,"Columbia County",46.2,118,3.5,42.7
OR-011,"Coos County",50.1,120,3.6,46.5
OR-013,"Crook County",40.4,120,4.7,35.7
OR-015,"Curry County",49.1,116,2.9,46.2
OR-017,"Deschutes County",39.4,119,4.3,35.1
OR-019,"Douglas County",46.0,116,3.2,42.8
OR-021,"Gilliam County",43.4,121,4.5,38.9
OR-023,"Grant County",38.0,117,4.0,34
OR-025,"Harney County",40.3,122,5.6,34.7
OR-027,"Hood River County",40.3,120,4.0,36.3
OR-029,"Jackson County",43.9,115,3.1,40.8
OR-031,"Jefferson County",41.9,121,4.5,37.4
OR-033,"Josephine County",45.7,117,3.6,42.1
OR-035,"Klamath County",39.1,121,4.3,34.8
OR-037,"Lake County",39.9,119,4.9,35
OR-039,"Lane County",45.5,116,3.2,42.3
OR-041,"Lincoln County",48.2,105,2.2,46
OR-043,"Linn County",44.7,117,3.5,41.2
OR-045,"Malheur County",40.8,123,5.0,35.8
OR-047,"Marion County",45.0,116,3.1,41.9
OR-049,"Morrow County",42.9,121,4.6,38.3
OR-051,"Multnomah County",46.9,118,3.8,43.1
OR-053,"Polk County",46.8,114,2.7,44.1
OR-055,"Sherman County",43.3,122,4.5,38.8
OR-057,"Tillamook County",46.1,114,2.8,43.3
OR-059,"Umatilla County",42.6,123,5.3,37.3
OR-061,"Union County",38.7,119,4.9,33.8
OR-063,"Wallowa County",37.3,118,4.4,32.9
OR-065,"Wasco County",42.3,121,4.4,37.9
OR-067,"Washington County",46.4,118,3.4,43
OR-069,"Wheeler County",41.5,120,4.4,37.1
OR-071,"Yamhill County",47.3,119,3.2,44.1
PA-001,"Adams County",41.9,57,-0.1,42
PA-003,"Allegheny County",41.0,53,-0.4,41.4
PA-005,"Armstrong County",39.2,53,-0.5,39.7
PA-007,"Beaver County",39.7,41,-1.2,40.9
PA-009,"Bedford County",39.6,47,-0.8,40.4
PA-011,"Berks County",41.4,53,-0.3,41.7
PA-013,"Blair County",38.4,44,-1.2,39.6
PA-015,"Bradford County",37.8,65,0.4,37.4
PA-017,"Bucks County",42.8,71,0.6,42.2
PA-019,"Butler County",38.6,42,-1.1,39.7
PA-021,"Cambria County",36.3,34,-2.0,38.3
PA-023,"Cameron County",37.4,53,-0.5,37.9
PA-025,"Carbon County",37.3,48,-0.9,38.2
PA-027,"Centre County",38.6,53,-0.6,39.2
PA-029,"Chester County",42.8,66,0.3,42.5
PA-031,"Clarion County",37.9,51,-0.5,38.4
PA-033,"Clearfield County",37.3,49,-0.9,38.2
PA-035,"Clinton County",38.1,49,-0.6,38.7
PA-037,"Columbia County",39.1,67,0.2,38.9
PA-039,"Crawford County",38.5,66,0.4,38.1
PA-041,"Cumberland County",41.8,67,0.1,41.7
PA-043,"Dauphin County",41.2,70,0.2,41
PA-045,"Delaware County",44.9,72,0.7,44.2
PA-047,"Elk County",37.4,66,0.5,36.9
PA-049,"Erie County",39.4,73,0.7,38.7
PA-051,"Fayette County",39.6,45,-1.1,40.7
PA-053,"Forest County",37.4,58,-0.1,37.5
PA-055,"Franklin County",41.5,59,-0.1,41.6
PA-057,"Fulton County",40.8,54,-0.4,41.2
PA-059,"Greene County",40.6,49,-0.7,41.3
PA-061,"Huntingdon County",40.3,58,-0.4,40.7
PA-063,"Indiana County",38.0,40,-1.3,39.3
PA-065,"Jefferson County",37.7,57,0.0,37.7
PA-067,"Juniata County",41.1,62,-0.1,41.2
PA-069,"Lackawanna County",37.3,60,-0.1,37.4
PA-071,"Lancaster County",42.2,62,0.1,42.1
PA-073,"Lawrence County",38.7,41,-1.2,39.9
PA-075,"Lebanon County",41.0,56,-0.1,41.1
PA-077,"Lehigh County",40.9,60,0.0,40.9
PA-079,"Luzerne County",37.6,58,-0.2,37.8
PA-081,"Lycoming County",38.2,62,0.0,38.2
PA-083,"McKean County",37.0,72,0.8,36.2
PA-085,"Mercer County",38.4,56,-0.2,38.6
PA-087,"Mifflin County",40.5,60,-0.2,40.7
PA-089,"Monroe County",36.9,48,-0.8,37.7
PA-091,"Montgomery County",43.6,74,0.8,42.8
PA-093,"Montour County",39.9,68,0.3,39.6
PA-095,"Northampton County",40.0,57,0.0,40
PA-097,"Northumberland County",40.3,71,0.5,39.8
PA-099,"Perry County",41.3,66,0.0,41.3
PA-101,"Philadelphia County",45.2,74,0.9,44.3
PA-103,"Pike County",37.6,58,-0.1,37.7
PA-105,"Potter County",36.5,61,-0.1,36.6
PA-107,"Schuylkill County",39.0,57,-0.3,39.3
PA-109,"Snyder County",40.5,69,0.2,40.3
PA-111,"Somerset County",37.2,45,-1.0,38.2
PA-113,"Sullivan County",36.3,66,0.1,36.2
PA-115,"Susquehanna County",37.2,65,0.0,37.2
PA-117,"Tioga County",37.0,65,0.2,36.8
PA-119,"Union County",39.7,67,0.1,39.6
PA-121,"Venango County",37.9,54,-0.3,38.2
PA-123,"Warren County",37.4,64,0.4,37
PA-125,"Washington County",40.8,55,-0.4,41.2
PA-127,"Wayne County",37.0,64,0.0,37
PA-129,"Westmoreland County",39.8,46,-1.0,40.8
PA-131,"Wyoming County",37.8,65,0.2,37.6
PA-133,"York County",42.0,58,0.0,42
RI-001,"Bristol County",44.2,82,1.2,43
RI-003,"Kent County",42.8,84,1.5,41.3
RI-005,"Newport County",44.5,81,1.3,43.2
RI-007,"Providence County",41.9,82,1.2,40.7
RI-009,"Washington County",43.7,89,1.7,42
SC-001,"Abbeville County",50.6,52,-0.8,51.4
SC-003,"Aiken County",52.4,45,-1.3,53.7
SC-005,"Allendale County",53.6,51,-1.1,54.7
SC-007,"Anderson County",49.9,50,-0.9,50.8
SC-009,"Bamberg County",53.2,49,-1.4,54.6
SC-011,"Barnwell County",53.0,49,-1.3,54.3
SC-013,"Beaufort County",55.4,31,-2.1,57.5
SC-015,"Berkeley County",54.0,49,-1.4,55.4
SC-017,"Calhoun County",52.4,38,-1.8,54.2
SC-019,"Charleston County",55.2,47,-1.3,56.5
SC-021,"Cherokee County",48.1,43,-1.3,49.4
SC-023,"Chester County",49.8,47,-1.2,51
SC-025,"Chesterfield County",50.7,54,-0.8,51.5
SC-027,"Clarendon County",52.6,46,-1.6,54.2
SC-029,"Colleton County",54.3,49,-1.1,55.4
SC-031,"Darlington County",51.4,47,-1.1,52.5
SC-033,"Dillon County",51.4,45,-1.3,52.7
SC-035,"Dorchester County",54.1,50,-1.1,55.2
SC-037,"Edgefield County",51.8,46,-1.3,53.1
SC-039,"Fairfield County",51.1,51,-0.9,52
SC-041,"Florence County",52.4,48,-1.1,53.5
SC-043,"Georgetown County",54.4,54,-0.7,55.1
SC-045,"Greenville County",49.1,52,-0.7,49.8
SC-047,"Greenwood County",50.5,44,-1.3,51.8
SC-049,"Hampton County",53.9,48,-1.4,55.3
SC-051,"Horry County",53.5,57,-0.4,53.9
SC-053,"Jasper County",54.5,38,-2.0,56.5
SC-055,"Kershaw County",51.3,52,-0.8,52.1
SC-057,"Lancaster County",50.1,53,-0.7,50.8
SC-059,"Laurens County",49.7,41,-1.4,51.1
SC-061,"Lee County",51.8,52,-1.1,52.9
SC-063,"Lexington County",51.5,42,-1.4,52.9
SC-065,"McCormick County",51.3,48,-1.1,52.4
SC-067,"Marion County",52.5,48,-1.0,53.5
SC-069,"Marlboro County",51.1,48,-1.1,52.2
SC-071,"Newberry County",50.9,50,-0.8,51.7
SC-073,"Oconee County",48.2,34,-1.8,50
SC-075,"Orangeburg County",52.8,43,-1.6,54.4
SC-077,"Pickens County",48.5,43,-1.2,49.7
SC-079,"Richland County",52.1,46,-1.3,53.4
SC-081,"Saluda County",51.0,45,-1.2,52.2
SC-083,"Spartanburg County",49.0,44,-1.0,50
SC-085,"Sumter County",52.5,50,-1.2,53.7
SC-087,"Union County",49.6,48,-1.1,50.7
SC-089,"Williamsburg County",53.2,50,-1.1,54.3
SC-091,"York County",48.9,47,-1.2,50.1
SD-003,"Aurora County",39.1,116,6.4,32.7
SD-005,"Beadle County",37.3,114,5.9,31.4
SD-007,"Bennett County",41.8,124,8.6,33.2
SD-009,"Bon Homme County",40.6,119,6.0,34.6
SD-011,"Brookings County",34.9,107,4.8,30.1
SD-013,"Brown County",34.9,113,6.3,28.6
SD-015,"Brule County",39.4,116,6.4,33
SD-017,"Buffalo County",37.5,110,5.5,32
SD-019,"Butte County",39.7,120,7.5,32.2
SD-021,"Campbell County",35.2,110,5.8,29.4
SD-023,"Charles Mix County",40.7,116,6.2,34.5
SD-025,"Clark County",35.0,110,5.7,29.3
SD-027,"Clay County",39.5,116,5.2,34.3
SD-029,"Codington County",33.9,108,5.5,28.4
SD-031,"Corson County",36.4,114,6.5,29.9
SD-033,"Custer County",40.4,123,7.3,33.1
SD-035,"Davison County",39.7,118,6.5,33.2
SD-037,"Day County",33.6,106,5.4,28.2
SD-039,"Deuel County",34.8,110,5.6,29.2
SD-041,"Dewey County",37.6,115,6.6,31
SD-043,"Douglas County",39.9,116,6.2,33.7
SD-045,"Edmunds County",34.7,107,5.6,29.1
SD-047,"Fall River County",41.7,123,7.8,33.9
SD-049,"Faulk County",34.9,105,5.2,29.7
SD-051,"Grant County",34.8,106,5.5,29.3
SD-053,"Gregory County",41.1,118,6.8,34.3
SD-055,"Haakon County",39.7,120,6.8,32.9
SD-057,"Hamlin County",34.7,111,5.7,29
SD-059,"Hand County",36.1,108,5.2,30.9
SD-061,"Hanson County",39.7,118,6.7,33
SD-063,"Harding County",38.5,124,8.3,30.2
SD-065,"Hughes County",38.0,113,5.7,32.3
SD-067,"Hutchinson County",40.1,119,6.5,33.6
SD-069,"Hyde County",35.8,108,5.2,30.6
SD-071,"Jackson County",41.4,121,7.5,33.9
SD-073,"Jerauld County",37.9,115,6.0,31.9
SD-075,"Jones County",40.6,118,7.0,33.6
SD-077,"Kingsbury County",36.1,113,5.8,30.3
SD-079,"Lake County",36.5,111,5.5,31
SD-081,"Lawrence County",38.4,122,7.1,31.3
SD-083,"Lincoln County",37.9,109,5.0,32.9
SD-085,"Lyman County",39.9,117,6.5,33.4
SD-087,"McCook County",38.9,119,6.7,32.2
SD-089,"McPherson County",34.2,108,6.0,28.2
SD-091,"Marshall County",33.4,106,5.3,28.1
SD-093,"Meade County",40.2,121,7.3,32.9
SD-095,"Mellette County",42.2,121,8.1,34.1
SD-097,"Miner County",37.9,117,6.1,31.8
SD-099,"Minnehaha County",37.4,113,5.6,31.8
SD-101,"Moody County",35.8,107,4.8,31
SD-102,"Oglala Lakota County",42.5,124,8.5,34
SD-103,"Pennington County",40.2,122,7.4,32.8
SD-105,"Perkins County",37.5,121,7.6,29.9
SD-107,"Potter County",35.4,110,5.6,29.8
SD-109,"Roberts County",34.3,105,5.3,29
SD-111,"Sanborn County",38.6,117,6.1,32.5
SD-115,"Spink County",36.0,113,5.8,30.2
SD-117,"Stanley County",39.2,117,6.4,32.8
SD-119,"Sully County",36.8,111,5.6,31.2
SD-121,"Todd County",42.6,122,8.7,33.9
SD-123,"Tripp County",41.9,120,7.9,34
SD-125,"Turner County",39.0,116,6.0,33
SD-127,"Union County",39.3,112,5.0,34.3
SD-129,"Walworth County",35.5,109,5.9,29.6
SD-135,"Yankton County",40.2,118,6.0,34.2
SD-137,"Ziebach County",38.8,121,7.5,31.3
TN-001,"Anderson County",44.5,36,-1.9,46.4
TN-003,"Bedford County",46.4,37,-1.8,48.2
TN-005,"Benton County",46.0,37,-1.9,47.9
TN-007,"Bledsoe County",44.9,38,-1.7,46.6
TN-009,"Blount County",45.7,35,-1.7,47.4
TN-011,"Bradley County",47.0,42,-1.5,48.5
TN-013,"Campbell County",42.7,28,-2.4,45.1
TN-015,"Cannon County",46.0,45,-1.4,47.4
TN-017,"Carroll County",46.2,42,-1.7,47.9
TN-019,"Carter County",41.5,29,-2.1,43.6
TN-021,"Cheatham County",45.6,33,-2.0,47.6
TN-023,"Chester County",47.6,53,-0.9,48.5
TN-025,"Claiborne County",42.3,21,-2.9,45.2
TN-027,"Clay County",45.0,37,-1.9,46.9
TN-029,"Cocke County",45.5,47,-1.2,46.7
TN-031,"Coffee County",45.7,42,-1.6,47.3
TN-033,"Crockett County",47.3,51,-1.1,48.4
TN-035,"Cumberland County",43.5,43,-1.5,45
TN-037,"Davidson County",46.4,42,-1.6,48
TN-039,"Decatur County",47.2,48,-1.4,48.6
TN-041,"DeKalb County",45.9,44,-1.5,47.4
TN-043,"Dickson County",45.2,29,-2.0,47.2
TN-045,"Dyer County",47.1,45,-1.2,48.3
TN-047,"Fayette County",48.3,46,-1.3,49.6
TN-049,"Fentress County",43.1,40,-1.5,44.6
TN-051,"Franklin County",46.1,37,-1.9,48
TN-053,"Gibson County",46.6,44,-1.4,48
TN-055,"Giles County",46.2,35,-2.0,48.2
TN-057,"Grainger County",43.8,27,-2.4,46.2
TN-059,"Greene County",45.0,41,-1.6,46.6
TN-061,"Grundy County",44.6,42,-1.5,46.1
TN-063,"Hamblen County",44.7,30,-2.2,46.9
TN-065,"Hamilton County",46.9,44,-1.5,48.4
TN-067,"Hancock County",42.7,20,-2.8,45.5
TN-069,"Hardeman County",47.8,48,-1.2,49
TN-071,"Hardin County",48.2,53,-0.7,48.9
TN-073,"Hawkins County",43.6,20,-2.7,46.3
TN-075,"Haywood County",47.8,52,-1.0,48.8
TN-077,"Henderson County",47.0,50,-1.2,48.2
TN-079,"Henry County",45.0,31,-2.6,47.6
TN-081,"Hickman County",45.9,43,-1.7,47.6
TN-083,"Houston County",45.0,28,-2.4,47.4
TN-085,"Humphreys County",45.7,37,-1.9,47.6
TN-087,"Jackson County",45.4,35,-2.0,47.4
TN-089,"Jefferson County",45.3,35,-1.9,47.2
TN-091,"Johnson County",40.6,38,-1.6,42.2
TN-093,"Knox County",45.5,34,-1.9,47.4
TN-095,"Lake County",46.7,46,-1.3,48
TN-097,"Lauderdale County",48.1,54,-0.9,49
TN-099,"Lawrence County",46.4,44,-1.5,47.9
TN-101,"Lewis County",46.0,43,-1.6,47.6
TN-103,"Lincoln County",46.5,31,-2.3,48.8
TN-105,"Loudon County",46.4,40,-1.5,47.9
TN-107,"McMinn County",46.7,42,-1.3,48
TN-109,"McNairy County",48.0,53,-1.0,49
TN-111,"Macon County",44.5,26,-2.4,46.9
TN-113,"Madison County",47.5,53,-0.9,48.4
TN-115,"Marion County",46.3,44,-1.6,47.9
TN-117,"Marshall County",46.1,35,-2.0,48.1
TN-119,"Maury County",45.9,38,-1.9,47.8
TN-121,"Meigs County",46.6,44,-1.3,47.9
TN-123,"Monroe County",46.0,38,-1.5,47.5
TN-125,"Montgomery County",44.5,22,-2.9,47.4
TN-127,"Moore County",46.2,33,-2.1,48.3
TN-129,"Morgan County",43.6,37,-1.7,45.3
TN-131,"Obion County",46.0,39,-1.6,47.6
TN-133,"Overton County",44.9,46,-1.2,46.1
TN-135,"Perry County",46.6,45,-1.6,48.2
TN-137,"Pickett County",44.3,43,-1.5,45.8
TN-139,"Polk County",46.4,40,-1.7,48.1
TN-141,"Putnam County",45.1,45,-1.4,46.5
TN-143,"Rhea County",45.9,42,-1.4,47.3
TN-145,"Roane County",46.0,42,-1.4,47.4
TN-147,"Robertson County",44.8,27,-2.5,47.3
TN-149,"Rutherford County",46.4,39,-1.7,48.1
TN-151,"Scott County",42.4,33,-2.1,44.5
TN-153,"Sequatchie County",45.3,42,-1.6,46.9
TN-155,"Sevier County",44.4,41,-1.5,45.9
TN-157,"Shelby County",49.3,48,-1.3,50.6
TN-159,"Smith County",45.6,32,-2.2,47.8
TN-161,"Stewart County",44.3,20,-3.1,47.4
TN-163,"Sullivan County",43.5,32,-2.1,45.6
TN-165,"Sumner County",45.2,29,-2.2,47.4
TN-167,"Tipton County",48.6,51,-1.1,49.7
TN-169,"Trousdale County",45.4,30,-2.3,47.7
TN-171,"Unicoi County",42.4,41,-1.4,43.8
TN-173,"Union County",43.7,28,-2.3,46
TN-175,"Van Buren County",44.6,41,-1.7,46.3
TN-177,"Warren County",45.6,45,-1.4,47
TN-179,"Washington County",43.9,33,-2.2,46.1
TN-181,"Wayne County",47.1,52,-1.0,48.1
TN-183,"Weakley County",45.7,35,-1.9,47.6
TN-185,"White County",45.0,43,-1.6,46.6
TN-187,"Williamson County",45.9,40,-1.8,47.7
TN-189,"Wilson County",46.0,37,-1.9,47.9
TX-001,"Anderson County",55.3,53,-0.6,55.9
TX-003,"Andrews County",55.2,119,4.4,50.8
TX-005,"Angelina County",56.7,60,-0.1,56.8
TX-007,"Aransas County",66.3,90,2.6,63.7
TX-009,"Archer County",55.7,106,3.3,52.4
TX-011,"Armstrong County",52.2,119,5.6,46.6
TX-013,"Atascosa County",62.1,77,1.0,61.1
TX-015,"Austin County",61.5,85,2.0,59.5
TX-017,"Bailey County",50.0,115,4.2,45.8
TX-019,"Bandera County",59.2,89,2.2,57
TX-021,"Bastrop County",60.3,82,1.9,58.4
TX-023,"Baylor County",56.0,111,3.9,52.1
TX-025,"Bee County",64.1,82,1.6,62.5
TX-027,"Bell County",58.0,82,1.8,56.2
TX-029,"Bexar County",61.1,79,1.5,59.6
TX-031,"Blanco County",58.3,77,1.6,56.7
TX-033,"Borden County",55.0,103,3.1,51.9
TX-035,"Bosque County",57.4,81,2.1,55.3
TX-037,"Bowie County",52.3,59,-0.7,53
TX-039,"Brazoria County",63.9,90,2.4,61.5
TX-041,"Brazos County",58.9,76,1.0,57.9
TX-043,"Brewster County",59.5,119,5.1,54.4
TX-045,"Briscoe County",52.5,115,4.4,48.1
TX-047,"Brooks County",67.6,93,2.8,64.8
TX-049,"Brown County",56.1,85,2.0,54.1
TX-051,"Burleson County",59.9,84,1.9,58
TX-053,"Burnet County",57.5,77,1.2,56.3
TX-055,"Caldwell County",60.6,82,1.8,58.8
TX-057,"Calhoun County",64.6,82,1.9,62.7
TX-059,"Callahan County",55.7,93,2.4,53.3
TX-061,"Cameron County",69.8,91,2.1,67.7
TX-063,"Camp County",53.5,58,-0.3,53.8
TX-065,"Carson County",51.5,121,6.2,45.3
TX-067,"Cass County",52.8,54,-1.0,53.8
TX-069,"Castro County",50.4,119,5.0,45.4
TX-071,"Chambers County",62.1,75,1.5,60.6
TX-073,"Cherokee County",55.7,61,-0.3,56
TX-075,"Childress County",54.2,113,4.5,49.7
TX-077,"Clay County",55.0,97,2.7,52.3
TX-079,"Cochran County",50.5,110,3.6,46.9
TX-081,"Coke County",56.5,104,3.3,53.2
TX-083,"Coleman County",56.4,93,2.6,53.8
TX-085,"Collin County",55.4,81,1.7,53.7
TX-087,"Collingsworth County",52.5,111,4.4,48.1
TX-089,"Colorado County",61.9,86,1.9,60
TX-091,"Comal County",59.9,80,1.6,58.3
TX-093,"Comanche County",56.1,87,2.0,54.1
TX-095,"Concho County",56.6,98,2.8,53.8
TX-097,"Cooke County",54.6,80,1.8,52.8
TX-099,"Coryell County",57.4,81,1.8,55.6
TX-101,"Cottle County",55.2,114,4.5,50.7
TX-103,"Crane County",58.3,120,4.8,53.5
TX-105,"Crockett County",57.8,112,3.9,53.9
TX-107,"Crosby County",53.0,109,3.9,49.1
TX-109,"Culberson County",55.7,122,5.3,50.4
TX-111,"Dallam County",47.9,119,5.2,42.7
TX-113,"Dallas County",56.4,72,1.3,55.1
TX-115,"Dawson County",53.8,104,2.8,51
TX-117,"Deaf Smith County",49.8,121,5.5,44.3
TX-119,"Delta County",54.2,70,1.0,53.2
TX-121,"Denton County",55.8,80,1.7,54.1
TX-123,"DeWitt County",61.7,75,0.8,60.9
TX-125,"Dickens County",54.4,108,3.7,50.7
TX-127,"Dimmit County",64.1,98,2.8,61.3
TX-129,"Donley County",52.2,117,4.9,47.3
TX-131,"Duval County",66.0,95,2.8,63.2
TX-133,"Eastland County",55.4,89,2.1,53.3
TX-135,"Ector County",56.7,119,4.8,51.9
TX-137,"Edwards County",58.7,106,3.4,55.3
TX-139,"Ellis County",56.7,71,1.0,55.7
TX-141,"El Paso County",56.3,123,5.6,50.7
TX-143,"Erath County",56.4,93,2.4,54
TX-145,"Falls County",57.8,78,1.5,56.3
TX-147,"Fannin County",54.4,78,1.7,52.7
TX-149,"Fayette County",61.2,86,2.0,59.2
TX-151,"Fisher County",55.2,96,3.1,52.1
TX-153,"Floyd County",51.7,111,3.9,47.8
TX-155,"Foard County",55.5,112,4.3,51.2
TX-157,"Fort Bend County",62.6,84,2.0,60.6
TX-159,"Franklin County",53.4,59,-0.2,53.6
TX-161,"Freestone County",56.1,60,0.0,56.1
TX-163,"Frio County",62.6,82,1.9,60.7
TX-165,"Gaines County",53.5,111,3.6,49.9
TX-167,"Galveston County",64.1,90,2.4,61.7
TX-169,"Garza County",54.5,105,3.4,51.1
TX-171,"Gillespie County",57.5,90,2.0,55.5
TX-173,"Glasscock County",56.3,114,4.0,52.3
TX-175,"Goliad County",63.3,82,1.3,62
TX-177,"Gonzales County",61.2,81,1.2,60
TX-179,"Gray County",51.7,121,5.9,45.8
TX-181,"Grayson County",55.0,84,2.0,53
TX-183,"Gregg County",54.5,58,-0.5,55
TX-185,"Grimes County",58.6,68,0.6,58
TX-187,"Guadalupe County",60.9,81,1.4,59.5
TX-189,"Hale County",50.8,110,3.8,47
TX-191,"Hall County",53.8,116,4.6,49.2
TX-193,"Hamilton County",56.8,85,2.1,54.7
TX-195,"Hansford County",50.4,119,5.7,44.7
TX-197,"Hardeman County",54.7,111,4.2,50.5
TX-199,"Hardin County",58.1,56,-0.3,58.4
TX-201,"Harris County",61.8,78,1.5,60.3
TX-203,"Harrison County",54.0,53,-1.0,55
TX-205,"Hartley County",48.5,118,4.9,43.6
TX-207,"Haskell County",55.3,98,3.0,52.3
TX-209,"Hays County",59.5,83,1.8,57.7
TX-211,"Hemphill County",51.1,119,5.2,45.9
TX-213,"Henderson County",54.9,58,-0.4,55.3
TX-215,"Hidalgo County",69.2,90,2.5,66.7
TX-217,"Hill County",57.2,75,1.4,55.8
TX-219,"Hockley County",51.1,106,3.4,47.7
TX-221,"Hood County",56.9,89,2.3,54.6
TX-223,"Hopkins County",53.9,65,0.4,53.5
TX-225,"Houston County",55.8,52,-1.0,56.8
TX-227,"Howard County",55.9,105,3.4,52.5
TX-229,"Hudspeth County",54.8,124,5.3,49.5
TX-231,"Hunt County",54.9,78,1.6,53.3
TX-233,"Hutchinson County",51.9,121,6.0,45.9
TX-235,"Irion County",56.6,111,3.5,53.1
TX-237,"Jack County",55.1,89,2.4,52.7
TX-239,"Jackson County",62.7,78,1.4,61.3
TX-241,"Jasper County",56.5,53,-0.9,57.4
TX-243,"Jeff Davis County",57.4,124,6.9,50.5
TX-245,"Jefferson County",60.4,67,0.4,60
TX-247,"Jim Hogg County",67.6,101,3.3,64.3
TX-249,"Jim Wells County",66.3,90,2.6,63.7
TX-251,"Johnson County",57.0,81,2.0,55
TX-253,"Jones County",55.3,91,2.5,52.8
TX-255,"Karnes County",62.2,78,1.0,61.2
TX-257,"Kaufman County",55.6,66,0.6,55
TX-259,"Kendall County",58.7,84,1.8,56.9
TX-261,"Kenedy County",68.2,93,2.6,65.6
TX-263,"Kent County",54.9,101,3.2,51.7
TX-265,"Kerr County",57.7,93,2.5,55.2
TX-267,"Kimble County",57.4,101,3.2,54.2
TX-269,"King County",55.6,113,4.1,51.5
TX-271,"Kinney County",62.6,108,3.8,58.8
TX-273,"Kleberg County",67.8,97,3.1,64.7
TX-275,"Knox County",55.9,112,4.1,51.8
TX-277,"Lamar County",53.6,69,0.8,52.8
TX-279,"Lamb County",50.4,110,3.9,46.5
TX-281,"Lampasas County",57.0,79,1.6,55.4
TX-283,"La Salle County",64.2,89,2.3,61.9
TX-285,"Lavaca County",61.8,82,1.6,60.2
TX-287,"Lee County",60.2,85,2.1,58.1
TX-289,"Leon County",56.1,56,-0.5,56.6
TX-291,"Liberty County",60.0,67,0.7,59.3
TX-293,"Limestone County",56.9,70,0.8,56.1
TX-295,"Lipscomb County",50.0,118,4.9,45.1
TX-297,"Live Oak County",64.0,82,1.5,62.5
TX-299,"Llano County",57.7,83,1.8,55.9
TX-301,"Loving County",56.0,111,3.8,52.2
TX-303,"Lubbock County",52.1,108,3.9,48.2
TX-305,"Lynn County",52.7,102,2.9,49.8
TX-307,"McCulloch County",56.8,89,2.4,54.4
